accuracy,position,region,n_trials,subject,date,probe
0.4513333333333333,430,CA1,30,459601,20240409,probe01
0.4613333333333334,440,CA1,30,459601,20240409,probe01
0.474,450,CA1,30,459601,20240409,probe01
0.4866666666666666,460,CA1,30,459601,20240409,probe01
0.49199999999999994,470,CA1,30,459601,20240409,probe01
0.4533333333333335,480,CA1,30,459601,20240409,probe01
0.45266666666666666,490,CA1,30,459601,20240409,probe01
0.44733333333333347,500,CA1,30,459601,20240409,probe01
0.47199999999999986,510,CA1,30,459601,20240409,probe01
0.47666666666666657,520,CA1,30,459601,20240409,probe01
0.48333333333333334,530,CA1,30,459601,20240409,probe01
0.48200000000000015,540,CA1,30,459601,20240409,probe01
0.46266666666666656,550,CA1,30,459601,20240409,probe01
0.4886666666666666,560,CA1,30,459601,20240409,probe01
0.4653333333333333,570,CA1,30,459601,20240409,probe01
0.466,580,CA1,30,459601,20240409,probe01
0.442,590,CA1,30,459601,20240409,probe01
0.4373333333333334,600,CA1,30,459601,20240409,probe01
0.4660000000000001,610,CA1,30,459601,20240409,probe01
0.4473333333333334,620,CA1,30,459601,20240409,probe01
0.46266666666666667,630,CA1,30,459601,20240409,probe01
