subject,session,source_region,target_region,region_pair,position,accuracy,decoder_type,is_far
459601,20240409,CA1,PERI,CA1->PERI,975.0,0.5357142857142857,source,1
459601,20240409,CA1,PERI,CA1->PERI,985.0,0.5,predicted_target_rrr,1
459601,20240409,CA1,PERI,CA1->PERI,985.0,0.35714285714285715,actual_target,1
459601,20240409,CA1,PERI,CA1->PERI,985.0,0.6071428571428571,source,1
459601,20240409,CA1,PERI,CA1->PERI,995.0,0.42857142857142855,predicted_target_rrr,1
459601,20240409,CA1,PERI,CA1->PERI,995.0,0.5714285714285714,actual_target,1
459601,20240409,CA1,PERI,CA1->PERI,995.0,0.6785714285714286,source,1
459601,20240409,CA1,PERI,CA1->PERI,1005.0,0.42857142857142855,predicted_target_rrr,1
459601,20240409,CA1,PERI,CA1->PERI,1005.0,0.6428571428571429,actual_target,1
459601,20240409,CA1,PERI,CA1->PERI,1005.0,0.5,source,1
459601,20240409,CA1,PERI,CA1->PERI,1015.0,0.7142857142857143,predicted_target_rrr,1
459601,20240409,CA1,PERI,CA1->PERI,1015.0,0.6785714285714286,actual_target,1
459601,20240409,CA1,PERI,CA1->PERI,1015.0,0.35714285714285715,source,1
459601,20240409,CA1,PERI,CA1->PERI,1025.0,0.39285714285714285,predicted_target_rrr,1
459601,20240409,CA1,PERI,CA1->PERI,1025.0,0.6071428571428571,actual_target,1
459601,20240409,CA1,PERI,CA1->PERI,1025.0,0.5357142857142857,source,1
459601,20240409,CA1,PERI,CA1->PERI,1035.0,0.5357142857142857,predicted_target_rrr,1
459601,20240409,CA1,PERI,CA1->PERI,1035.0,0.5,actual_target,1
459601,20240409,CA1,PERI,CA1->PERI,1035.0,0.6071428571428571,source,1
459601,20240409,CA1,PERI,CA1->PERI,1045.0,0.6071428571428571,predicted_target_rrr,1
459601,20240409,CA1,PERI,CA1->PERI,1045.0,0.75,actual_target,1
459601,20240409,CA1,PERI,CA1->PERI,1045.0,0.7142857142857143,source,1
459601,20240409,CA1,PERI,CA1->PERI,1055.0,0.4642857142857143,predicted_target_rrr,1
459601,20240409,CA1,PERI,CA1->PERI,1055.0,0.5714285714285714,actual_target,1
459601,20240409,CA1,PERI,CA1->PERI,1055.0,0.5357142857142857,source,1
459601,20240409,CA1,PERI,CA1->PERI,1065.0,0.5357142857142857,predicted_target_rrr,1
459601,20240409,CA1,PERI,CA1->PERI,1065.0,0.32142857142857145,actual_target,1
459601,20240409,CA1,PERI,CA1->PERI,1065.0,0.6071428571428571,source,1
459601,20240409,CA1,PERI,CA1->PERI,1075.0,0.6785714285714286,predicted_target_rrr,1
459601,20240409,CA1,PERI,CA1->PERI,1075.0,0.4642857142857143,actual_target,1
459601,20240409,CA1,PERI,CA1->PERI,1075.0,0.5357142857142857,source,1
459601,20240409,CA1,PERI,CA1->PERI,1085.0,0.5357142857142857,predicted_target_rrr,1
459601,20240409,CA1,PERI,CA1->PERI,1085.0,0.5,actual_target,1
