region_pair,region1,region2,object,p_value,f_stat,subject,date
PERI 36 → dCA1,PERI 36,dCA1,object3,0.4432614322332461,1.1141749244551287,459601,20240411
dCA1 → PERI 36,dCA1,PERI 36,object3,0.19520390370788432,1.0250517920804474,459601,20240411
TEa → VIS,TEa,VIS,object1,0.03620332641250651,0.9648510181383538,459601,20240411
VIS → TEa,VIS,TEa,object1,0.6075082390785917,1.014684290934022,459601,20240411
TEa → VIS,TEa,VIS,object2,0.13087652047825624,1.1682316330717144,459601,20240411
VIS → TEa,VIS,TEa,object2,0.7999558121755401,0.9123789619085326,459601,20240411
TEa → VIS,TEa,VIS,object3,1.0,0.9976659355128132,459601,20240411
VIS → TEa,VIS,TEa,object3,1.0,0.9157834754794179,459601,20240411
TEa → dCA1,TEa,dCA1,object1,0.6075082390785917,1.0924817350783522,459601,20240411
dCA1 → TEa,dCA1,TEa,object1,0.3061425364016704,1.0722985035895443,459601,20240411
TEa → dCA1,TEa,dCA1,object2,0.6075082390785917,1.0955719367567958,459601,20240411
dCA1 → TEa,dCA1,TEa,object2,0.3061425364016704,1.1220215939482538,459601,20240411
TEa → dCA1,TEa,dCA1,object3,0.13087652047825624,0.9795591217300137,459601,20240411
dCA1 → TEa,dCA1,TEa,object3,1.0,0.9978813604695356,459601,20240411
VIS → dCA1,VIS,dCA1,object1,0.4432614322332461,1.080142892730223,459601,20240411
dCA1 → VIS,dCA1,VIS,object1,0.7999558121755401,1.011976769493053,459601,20240411
VIS → dCA1,VIS,dCA1,object2,0.7999558121755401,1.0442450936054137,459601,20240411
dCA1 → VIS,dCA1,VIS,object2,1.0,0.9626426868851674,459601,20240411
VIS → dCA1,VIS,dCA1,object3,0.3061425364016704,1.016252126204863,459601,20240411
dCA1 → VIS,dCA1,VIS,object3,0.6075082390785917,0.9977755158522634,459601,20240411
LEC → VIS,LEC,VIS,object1,0.13613535503989566,0.9364801142475772,462910,20240813
VIS → LEC,VIS,LEC,object1,0.5306048338016924,0.9856479029018574,462910,20240813
LEC → VIS,LEC,VIS,object2,0.5306048338016924,0.9453990215692656,462910,20240813
VIS → LEC,VIS,LEC,object2,0.05397718401126959,1.0853422630502492,462910,20240813
LEC → VIS,LEC,VIS,object3,0.8352101575274145,0.947429798198318,462910,20240813
VIS → LEC,VIS,LEC,object3,0.5306048338016924,0.989544612901437,462910,20240813
LEC → iCA1,LEC,iCA1,object1,0.5306048338016924,1.031766081634546,462910,20240813
iCA1 → LEC,iCA1,LEC,object1,0.3968211760821949,1.1030483412737007,462910,20240813
LEC → iCA1,LEC,iCA1,object2,1.0,1.0353963430240976,462910,20240813
